task_id,smiles,smiles_sha256
S000053,*CC(*)c1ccc(Cl)cc1,2b860a0e868c0eef8f118dd2b3c2a9d79e2b259184eae6c5181d54dc1b001f3d
S000054,*CC(*)c1ccc(Br)cc1,ae79c500cad220e4cb443fa62a667fc44a23a47f68f0291a3090d2db5174479b
S000055,*CC(*)c1ccc(F)cc1,5772f8a21f3adec624182ece6ead5a341347b32487b08251438d99d8a30ca278
S000056,*CC(*)c1ccc(OC)cc1,bf8848d1821e9cb39e4734e9c0479c2032b8ded8c699ae33037db049c9c664fe
S000057,*CC(*)c1c(C)cc(C)cc1C,765fd1fc8928f4e77fcefb4fa77693d5a0dca9711fc5eea15cec3958ad96c53b
S000058,*CC(*)c1cc(C)c(C)cc1C,035211ee2306b93ddaddb472734ecd0cde1bced9afaf0ca8715b229552944f4b
S000059,*CC(*)(C)c1ccccc1,d382dca73985fd50e12da5b561aa38e0760abadf81c6c4c09baf47bddccaafbe
S000060,*CC(*)c1cccc2ccccc12,1a9e8206bfab68ac8ae85842baf47219eb4ede04ee914891c42ff34fb2c4cd05
S000061,*CC(*)c1ccc(B(O[Si](C)(C)C)O[Si](C)(C)C)cc1,6e62f1750030cac782b67faea55124e4c3416315222ca0ea7fc19d0d9c5e450e
S000062,*CC(*)c1ccc2ccccc2c1,76bd1285b452d34ab4394f2bf009972f618be6237eceeee19ebcf3dc363fccdf
S000063,*CC(*)c1ccncc1,dddca9e52ab732dc86d9d503622ce3b6b825015f4320883afc622be8d623ab8f
S000064,*CC(*)c1ccc(C)nc1,2803be156ede2e6e0d27d4a6d15db1d451aafc57bbedf75305bf25e0e8eb46d8
S000065,*CC(*)n1cc2ccccc2n1,bb772f0e2a9df772e0dda34f5cbcc74f558f510b75d4d734c382a35c93f0ff9e
S000066,*CC(*)c1ccc(O)cc1,d5811bcb4f8846a1baa89a0d2d01dd2f86c270ec80f3c086a36f58da22ad9a67
S000067,*C([2H])([2H])C(*)([2H])c1c([2H])c([2H])c([2H])c([2H])c1[2H],5a109dc7bfe8d8c7e47946d59136463a47b9523dae46cc50855c8a671a00e13c
S000068,*CC(*)O,a3db64cfc9b86dd840d055f1a1995df14cfdf608af62289710f389c44a07cc74
S000069,*CC(*)OC(=O)CCCCCCCCCCC,218725d0d5de3772cfba8c1d7e457913bab0d48baf905800ac6e6a5513750cc4
S000070,*CC(*)OC(=O)CCCCCCCCCCCCCCC,e2c5d2d7f126cdaae0f981b27da717eb0cacac7e3a5122bf30024f44163457ce
S000071,*CC(*)C(C)=O,83dc768ab2b4f1336fffcd08bde94ead1c713e9350db8a980e90ff3b613ad379
S000072,*CC(*)(C)C(C)=O,fc754924fc70069dc101d6d0b37648723ad003e39d92bccdecb6ec3ccc178971
S000073,*CC(*)C#N,7fe8db911e29a6f8c4f8240192a2c2d3f24367d96566fe71b18d5ee4583e5fac
S000074,*CC(*)(C)C#N,ef1ee59152935f63e722f77036f6821c2f7043051735f9b14f3db818d8e67dcb
S000075,*CC(*)c1ccccn1,246e9aa59a9ff41166ff1b7ad840b87ef5daa60c6413e68e18fd018298128faa
S000076,*CC(*)n1c2ccccc2c2ccccc21,676d36d865aa1ce18ecfe37c9a0a33f9a61fe6d15c74ab07ac69af0c5cd9b372
S000077,*CC(*)C[Si](C)(C)C,3c54e25e7cd7f443fbdb4a8d8e7b471862bb67b4dee6d8575d4e4477cce03c9f
S000078,*CC(*)OC,4c541da063acd1a3374a5b4fc692a462096969d9a77ef96968b61452b70516a7
S000079,*CC(*)OCC,a937fd8f4e17466fbc094a24b313dc22018fa5695ae14a7644ec50955ef6e678
S000080,*CC(*)OCCCC,5b14573b877fad632d52baad9d108efc9c3c277b299ef37c58cd73c418a5f74f
S000081,*CC(*)OCCCCC,ce076fda4681c58bab785ad29e6b8e762457a601ca7f7b24f8fe02371d8662fa
S000082,*CC(*)OCCCCCC,d2aea46eb049b4f6ea03bf5926880d1fa53fb82efa900cf3f3cf63c6f3cbecc2
S000083,*CC(*)OCCCCCCCCCC,21504aacb4788d6ffaa2d3e9ad78a09f738e049652aed20e85fc781a6fd9f6d7
S000084,*CC(*)OC(C)=O,fad99a598abdaeb7858eb6597fc89a7ecd72099628534f8f70e8ea8d5b18ed99
S000085,*CC(*)OC(=O)CC,6f5e7d84e11e1ac55ee5e0aaa50956435822d765786cbb6a39b13a160fb4a4fb
S000086,*CC(*)OC(=O)c1ccccc1,e7695e13d13c8eba8c482aa8b7be6b6cf58af0d6f2ee8d82de9f08467667f734
S000087,*CC(*)OCC(C)C,df147cb90803ec2a9388423f6c549c704bf8b0deecc31ae48a0048f25f2bf4a1
S000088,*CC(*)CCCN(C(C)C)C(C)C,003463aa84b76089dc9e92ec878dd7ceeed7a1990487b345cd735638c052815d
S000089,*CC(*)CCCN(CC(C)C)CC(C)C,e6d0db4ec272506401b6169ff00b4bf17e2577bc991e60191f6971bf601bba1b
S000090,*CC(*)O[N+](=O)[O-],f250dc9fcb86acb527a50abce2182025fd04b79a6ecafc3a3ee2bf043a8d059d
S000091,*C#C/C(COS(=O)(=O)c1ccc(C)cc1)=C(/*)COS(=O)(=O)c1ccc(C)cc1,990d94274333c33bb5ebc811027b81cd524e552ee90ec2cb443171b15ae511f1
S000092,*CC(*)CC[Si](C)(C)C,8019c22304ab214e83fbad06160a3489afaa821908206bd41947100512d5939c
S000093,*CC(*)OC=O,4180fffde7d533094aebf04f66caa5c6abd57fad9fc577adf4ed0191fcc68bd8
S000094,*CC(*)OC(C)(C)C,f7ad02fe630c9117e282684c5d960c477e51ef1235b1107ddd6d68fbaf67534b
S000095,*CC(*)OC(C)C,5a5d8cc2c715d1f5587a51627e7c019e0e8b3cb3d8c8d90479694744480e4a4f
S000096,*CC(*)(C)OC,1e02f841a41e6fa9196049450cd52491db3040eef788f3862b5928f4d34a13cf
S000097,*CC(*)OCC(C)(C)C,04af4fb6df23097c013c2648d059e8a12bf7e8eabce1e312994586b61836dd66
S000098,*CC(*)OC(C)CC,0b0e738ea0e94143e825ea628b52566b96af813b0410c3b0896c60dcfa6096a1
S000099,*CC(*)OC(=O)C(F)(F)F,4f4481f47772e2501caf440f674a0f56774906e5c97ebe3d5b876c7a2a7d05a4
S000100,*CC(*)OCCCCCCCCCCCC,7bb46807cfbfeb106d217d2c239d75ede8de36ccd15ef84a900ab9ad5a214598
S000101,*C1CC(*)(C#N)C1,9be32cffd4635b1b958679965b9720ca188111f843e220227d6202c3e603f3d2
S000102,*CC(*)Cc1cccc(C)c1,cf0aad52dfa1369c3304531b6b1c96980750599a77c66ff4258c08b6b00bd469
S000103,*CC(*)Cc1ccccc1C,9e9d1ac4fad7efaf6117f6d458a12cf79495b90701bca9426e66998bc919154f
S000104,*CC(*)Cc1ccc(C)cc1,e4c0c3caa3a5409bf8be9625ced612fa4f60a415cd5a0b78deb95179b3ae24d9
S000105,*CC(*)OC(=O)c1ccc(C(C)(C)C)cc1,ca113fe44e141e459d4a61da2e54a9c3d3487f5155d76e27b7a420164f6f7f6d
S000106,*CC/C=C(/*)c1ccccc1,b3a71334b8422fbb9ed0ed5653f37bb3b730a0f29e2da22cbfd773f5f6803e46
S000107,*CC(*)OCC(CC)CCCC,3779e080deeb281a85c7a890f3ca84c82c428461005914f639985f5a4c48811d
S000108,*CC(*)SCCCC,63e23d0deb672210c1694f191c90db8027da6113adb4cb8b2a747c26b133a59b
S000109,*CC(*)SC,b0de65d4839df087e916c6765bea503451945b3a3b78e01e823db7b092926884
S000110,*CC(*)OCCCCCCCC,353be76101044870ec9a8d3b4c6fabf67dc27759286df72132187d48f686b395
S000111,*CC(*)OCCC,b529da89949731525289718f99ffbef12cca8d52f1bec5a9b90e6c8c505bce53
S000112,*CC(*)OC(=O)CCCC(=O)c1ccccc1,9ddd7a973e4042a4849512006ccca28866fef3ecc1f91018419dd602fd8d0471
S000113,*CC(*)OC(=O)C1CCCCC1,7aeee7b66cdc3965ac635f7a1a0cfa7e2ff82fac12332a55fa3f32f4a61cee05
S000114,*CC(*)OC(=O)c1ccc(CC)cc1,81694a88b12ad81ca602f68da2410dfcf3050bd87457898177de8b13bcca9508
S000115,*CC(*)OC(=O)c1ccncc1,da4f66b7e4be75f63bf1a415bd4fa0350dcc8dd0885738e1b3dab2e4bd5e6d48
S000116,*CC(*)OC(=O)c1ccc(C(C)C)cc1,dc39a72ca5ecec686fa4e153de94fa247a1b072eddfba45a1402f0aa0d0fbb31
S000117,*CC(*)OC(=O)c1ccc(C)cc1,18285025816b24625e7a66bcf6a86b7237354f780bee3e890d15e6bb8ed2f2e7
S000118,*CC(*)OC(=O)c1cccnc1,11ae3cfd3436257150db63db4b2b2ea3c4705e81b1a73e14a31cf90c74c2771a
S000119,*CC(*)OC(=O)CCCCCCC,03e1b6b520b4a049fc849c798984a9498ec97b798d75271a765c7263aa47e424
S000120,*CC(*)OC(=O)CCl,a1a0647cdef56241a4c8dc779b0b28653e17485f12b928aaacedc601fe3d7f66
S000121,*CC(*)[SiH2]CC,f4f00b99dd3ccac8f5b69e1d78c7011ef6886a78a69f6b2fa9639eda72eeb215
S000122,*CC(*)OC(=O)CCCCCCCCC,ddc61e003fe59c233d9384f25540a00727e0d5ff5aba124e578cde8150196516
S000123,*CC(*)OC(=O)CCCCC,1dc62a2ada662e68ded33d0f22b1b97d9299c72900c00280c227414682e1f645
S000124,*C1Cc2ccccc2C1*,d11f056e244609d1b23bfa45e774cd1d92bac55323515187522f7775e8980ac0
S000125,*CCC/C=C(/*)c1ccc(OC)cc1,db71988b16c9ad0e3797fbc0460c44b3c0abfc6371faa79ccbeed776afe304c2
S000126,*CCC/C=C(/*)c1ccccc1,57a6131c5ddfe355becb427b6ce0f91a4a7b806e65270317a76abc56984ee4cf
S000127,*CCC/C=C(/*)c1ccc(Cl)cc1,9d320d5adaaddd59bc6ea7d5f54dbc7803a1e303b8c4fac4c6fb5e2bfe102eb0
S000128,*/C(C)=C(/*)[Si](C)(C)C,71a5190f9dc341467084090de4543ff9c7f47957cdb2e46815b60b1e74b52271
S000129,*CC(*)n1ccnc1,b79adaa8ae89eb4363d6ba4ee3dbbb0b3f92c231ce78b629b27e04491b14f05c
S000130,*CC(*)N1CCCC1=O,5141534631563ea30a6159eeb81ef4073cc387cd4075d11bc3443be90ae54a6f
S000131,*CC(*)C(=O)O,c1b921dd6ff663f7f745e78e174659096506988fea0d667ba4fa1a76ea01e1e0
S000132,*CC(*)C(=O)OC,84f4ca10ddc299e981109e0c336546e79de7cbc34e12e64929a34ce18684cbce
S000133,*CC(*)C(=O)OCC,77b1e4ff6ee71986d24034926d2fed79b5a3817783b7ed64d65c8469d7817e93
S000134,*CC(*)C(=O)OC(C)C,b7eed9eb656cf7f77a4fe6ffe7bdd7fd757785228e4bb708b9253fc6e48e1dbe
S000135,*CC(*)C(=O)OCCCC,26cf0a74e1dea98b59abc493f6f7b3abffbb7b280dc3544718ebc75f1889be69
S000136,*CC(*)C(=O)OCC(C)C,a58dd761e79bd1c5cb34bf72a9328941e840ae3172cb2669401378b4f6dbe103
S000137,*CC(*)C(=O)OC(C)CC,56c75aa597416406d781f56840d048232a3ca9dbf712653060e0159a14bb7d84
S000138,*CC(*)C(=O)OC(C)(C)C,3adbd892409fc60d28ae14e13ed3901730732384821d3d0e8b674dc77452335b
S000139,*CC(*)C(=O)OCCCCCCCCCCCCCCCCCC,a05ae0bd8c78f534fad86756d5276c38440beed09b375eec10eb63d3ab39218a
S000140,*CC(*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,822c6bc4eba01fc568787dcd80bc5cd75d115b377600aebbc67b65dc99bc3391
S000141,*CC(*)(C)C(=O)OC,2f1e14f05e248b620ee3415ae7a7f359c225522a315a4bb3db88c0fcd69ca1e7
S000142,*CC(*)(C)C(=O)OCC,7fc67470ae9e763edd7982f444fdb0af591fe00401e756a3b32220bbc39ffe23
S000143,*CC(*)(C)C(=O)OCCC,8963012d814080c05e6a42e719585b4021d1637eb13afd03815363080e4b126a
S000144,*CC(*)(C)C(=O)OC(C)C,01cd465ce1c51a70fc567367b2b7ebf15f2c1259f2c8cd635ec9e0fe04f52099
S000145,*CC(*)(C)C(=O)OCCCC,eac068fe3fb9ed900632e4f194eb382c3efcd0287d4c7e001eb1ba1c15607edd
S000146,*CC(*)(C)C(=O)OC(C)CC,171633145c1e15de2c94a5440b9e256f665a7c207d3768db98ae5cd31920c24b
S000147,*CC(*)(C)C(=O)OCC(C)C,4551dcadf200e10f35e3c7cfeed611d9b4e63ab13c5e433130693ed3087040f3
S000148,*CC(*)(C)C(=O)OC(C)(C)C,ff3dff6a51e91849fb8b08b1ce3708dd3b95f3952d3a776ebd4ec21d806291ef
S000149,*CC(*)(C)C(=O)OCCCCCC,a17ac8c2ff7f09838bb17479950ce5d9d5dfdf39283f68280bbc5b6b01cb6130
S000150,*CC(*)(C)C(=O)OCCCCCCCC,ba82eee28f90b765052d7115d2d4c52593920cf80b9097dd23cacbd474f83bcb
S000151,*CC(*)(C)C(=O)OCCCCCCCCCCCC,33172f460566bf594f79abfa51c4bef4620b8220a659f3c25a61f5e615c46f90
S000152,*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCCCC,8232fca3204f4221f3902491ca304fb51175ec10199256c65ff6a328a66a21b5
S000153,*CC(*)(C)C(=O)OC1CCCCC1,0bc1894faf47d54f27e1b54f395d9ef5c997c28ed38e8c932e6025b6d34dc83a
S000154,*CC(*)(C)C(=O)Oc1ccccc1,e0908a83b0bd69876861e2fa908ac009404972fd674be131178060dd871a4daf
S000155,*CC(*)(C)C(=O)OCc1ccccc1,03e0ea295df88ea644417c9c49032208d6b10ff9ce6992153035533da35cd547
S000156,*CC(*)(C)C(=O)OCCCl,b157d1e2dbaf507b31707b99e1d4c761a0c54e83bc41fc37b001493eb5701ba8
S000157,*CC(*)(C)C(=O)OCC(F)(F)F,d0c31ed5db0282612ae62a0ea60c09b66bfc5dafeace60591e3c8a9cb01c7a02
S000158,*CC(*)(C)C(=O)OCC(F)(F)C(F)F,bd7f2cb0730591a679d6fd5a2e3c6483e63e8141bf498653f608fe1b0694c10d
S000159,*CC(*)(C)C(=O)OC(C)C(F)(F)F,c7b7a421b32d98ceae09edc3948c2a301879814f6774f742347b7ec83a070da0
S000160,*CC(*)(C)C(=O)OCc1ccccc1Cl,a115b326614aa4aaf30342103ff9d3bfdbde4551dc84283cb4e3b68d7fee8d85
S000161,*CC(*)(C)C(=O)OCCO,12299a3d21b245c31d4d122ea628620e94cf0506951fe61e0891e2fbaac5bb95
S000162,*CC(*)(C)C(=O)OCCOCC,a8467b8aef8f176de31fe5e6dd0b788851f26909fe4f19f742378bbb64c9e907
S000163,*CC(*)(Cl)C(=O)OC,5879dec66cd535e39f9e61025fef4f9be39e556c169fbfe3539afb2f78325240
S000164,*CC(*)(Cl)C(=O)OCC,765374a30d057202d425f03bb7810635b979c5b180b1a054147e738b61909032
S000165,*CC(*)(Cl)C(=O)OC(C)CC,e607fa758041e3bd8a94135c5e5fd83cd58719c59fdfea679630d971d9d062d3
S000166,*CC(*)(Cl)C(=O)OC1CCCCC1,0dea1bc264209e0f08a75c2bffad21194d63c0da767cbae5ab0fc64a08b5edf0
S000167,*CC(*)C(N)=O,4a78ab609ac49d93e1d481950751ffeb52fe4aecaff1f196aaf1b7938f222efc
S000168,*CC(*)C(=O)NC(C)C,49b91c3e974cdfb8b244d0cc93863f61b1de45faf67ded152369458e95ef189f
S000169,*CC(*)C(=O)N(CCCC)CCCC,b582558fdf4481beedc33ed6ecb5e5611d465f424afa650c8ca3ebfed73974bd
S000170,*CC(*)C(=O)OC1CCCCC1,e4bef6c87774880b567895a9e6796a06ded4d143adf9d9843ec59c441dfa9b9e
S000171,*CC(*)(C)C(=O)OCCCCCCCCCC,46a5b33ccf382c5456ea348a55ffec360714ff913e7d22b728cd76c039dd8fa3
S000172,*CC(*)(Cl)C(=O)OCCC,9f43fc312637b3ca8893375e5ff558c4f2b3180448c5acc79640c09c5ebee8ff
S000173,*CC(*)(Cl)C(=O)OCCCC,5b7587e325b6a002023488b8cd9d2944db2d96ec2c8247448589fe06b07c1338
S000174,*CC(*)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,a8a5cbe952a623a6b83884bd6e43170c2147949962d3fb85a2c2cabacc259b96
S000175,*CC(*)C(=O)N1CCCCC1,f84cf17a78a610246f0945e9e7bd54db1fac06dca0292d8c1d92ba8c56e4d8c9
S000176,*CC(*)C(=O)N1CCOCC1,0b8d17b57497b78cebeb2b4a3df658bedbc9f590bf08eaf1f3422a92ebd5d9f2
S000177,*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,6d47b01de51b263dd689ab1da1105261ec1872bdc48927dbb2b681f0302c73b1
S000178,*CC(*)(C)C(=O)OCCCCC,bf40b895aa006a870b2589ca9890e81f71a6a4cde9b396db40c355399caa0191
S000179,*CC(*)(C)C(=O)OCCC(C)(C)C,531e1d56f89c6f6782ff210ccea5575a9edf69e452195d0558adea04afd654b9
S000180,*CC(*)(C)C(=O)OC(C)C(C)(C)C,fbfa6e4cd7cf46b963fff04f5d1c6dd1eec3adb7b65ba910f01fda63fbe69110
S000181,*CC(*)(C)C(=O)OCCOC,d7a1862ef4dd8c66b350dd998adff1ada2f11c8254ceeb061b6a4441d88d14c2
S000182,*CC(*)(C)C(=O)OCCOCCO,f176d8b6f54e9e1ddf5411ab8a2e05b6c897805484e7d5202aecf9b44088ce3f
S000183,*CC(*)(C)C(=O)OCC(C)O,ccf4be502496ad0202d2d53108ba82d9e86dfec5a9113c93d5c18748dd2e133a
S000184,*CC(*)(C)C(=O)OCCC#N,c2bb5c51712fc1f70e5174e7c7f065ffccacc36e2fd373f6b698900218c8b450
S000185,*CC(*)(C)C(=O)OCC[N+](=O)[O-],c166212681ef0cd15482652dd4500da2c778b130d92f9ce0150ec3907f3d687f
S000186,*CC(*)(C)C(=O)OCCO[N+](=O)[O-],91f7e6726b45af5ec1834801ea6cf54e780cab83b5880e658ef2eb45d989cc33
S000187,*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,760fe534efd308afd59b4023294ba2c240d300ac13cb92f0997b2e90411aab91
S000188,*CC(*)(C)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,d2d85adf1459767bbe3061b1b26d09d80aa9d5b6324ffacb36090f9c8f6189ad
S000189,*CC(*)(CC(=O)OCC)C(=O)OCC,45612cd5be1e7a58ec8731882d1abc36520666c5269eaec006b1da669e69ba5d
S000190,*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,9b00651fc1ee4c37d10a534d59f4e328879f039ad902a5d28fddaf3ccdb652dd
S000191,*CC(*)(Cl)C(=O)OC(C)C,ddc683d458cad6ae080914158d3520fcf1ac71188409236fb09290d0bfcb213d
S000192,*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,5a9df2eafe1f4925cd465a04a2e67597a1369185fa398cfa6736e179c5cae5df
S000193,*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,9a025ab704ac1706e98393faff7263b90d8fd63480ba8197090fbe69032b0c03
S000194,*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,6957851124ba6b15742830ed919f3d932a94e77b831439441f71d5a088f2babc
S000195,*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,a54ffffb54d52cbb360fa2a055fae40937db317609dea3be0016962a908011af
S000196,*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,364a53ccdeb34ac0517c9883ef2b5a7b2cc18e5d55a1168f2a50782e5f996aa3
S000197,*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,96baf33b573a8ad02e2f4f65de8612ced678f5734298a5b4dc8ef75590560bdd
S000198,*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,cb1754ffb37ea7ccb1557f48b320fbb9398c5d7eb16a362ac164624ce722a7d4
S000199,*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,9be973942371cdac5afa8e209ed169d940d5758ffcf07a06e9681e3ccca01ddf
S000200,*CC(*)C(=O)OCCC(C)OC,058e4a467a2afdf922944f9de06409ba5cc2d92057900f8604275274e790d1d7
S000201,*CC(*)(CC(=O)OC)C(=O)OC,a2aeb477eb23104aa9a23c68f77d43cf238fba4fe008acb8ef242337b9c18d88
S000202,*C(*)C(=O)OCC,f28f8ddc3723ce19dc9f01a29b7555118899224e17983e188fa8af635a71f1f9
S000203,*C(*)C(=O)OC,300f4cf5a8cfbb91b2f1268d6809d0c0702374cb5c41e9a49772622001e59fbb
S000204,*C(*)C(=O)OCCC,44621bdd5c2e23a57999f71a0a21815f2f25e9099a3f23ab23c73bc6c11bf715
S000205,*CC(*)(CC(=O)OCCC)C(=O)OCCC,0098472bc934b3aa9d3d260de6135c93c10b7814d2a53eb4413e3b060319f028
S000206,*CC(*)(CC(=O)Oc1ccccc1C)C(=O)Oc1ccccc1C,b8d161ac1a290a9336690a974b3ba50ad25c4bed78bf29f815492b7e8f8347bd
S000207,*CC(*)(CC(=O)Oc1cccc(C)c1)C(=O)Oc1cccc(C)c1,d6561edd8c3174ab0fabec6bcc625e081b02075ced3df515f09bc5ae00585768
S000208,*CC(*)(CC(=O)Oc1ccc(C)cc1)C(=O)Oc1ccc(C)cc1,ac1d9d0c3796179f40daf961c6bc513c1432a7c40dcc48da2b8fa0b16733e0d4
